Domain Name,Record Name,Record Type,Record Value
*.pixelated.tech,_1a1e09f44fc8765efecfc9cbc86c57bc.pixelated.tech.,CNAME,_d443771297e173028ca580622a325a49.hkvuiqjoua.acm-validations.aws.
